proton dca distribution:
dca[cm]	dN/d(dca)[cm^-1]	error
5.250000	0.000023	0.000005
5.350000	0.000027	0.000006
5.450000	0.000028	0.000006
5.550000	0.000040	0.000007
5.650000	0.000016	0.000004
5.750000	0.000033	0.000006
5.850000	0.000020	0.000005
5.950000	0.000019	0.000005
6.050000	0.000022	0.000005
6.150000	0.000027	0.000006
6.250000	0.000019	0.000005
6.350000	0.000024	0.000005
6.450000	0.000025	0.000005
6.550000	0.000015	0.000004
6.650000	0.000024	0.000005
6.750000	0.000015	0.000004
6.850000	0.000022	0.000005
6.950000	0.000019	0.000005
7.050000	0.000022	0.000005
7.150000	0.000012	0.000004
7.250000	0.000017	0.000004
7.350000	0.000014	0.000004
7.450000	0.000023	0.000005
7.550000	0.000014	0.000004
7.650000	0.000009	0.000003
7.750000	0.000016	0.000004
7.850000	0.000019	0.000005
7.950000	0.000010	0.000003
8.050000	0.000017	0.000004
8.150000	0.000022	0.000005
8.250000	0.000015	0.000004
8.350000	0.000018	0.000005
8.450000	0.000015	0.000004
8.550000	0.000022	0.000005
8.650000	0.000019	0.000005
8.750000	0.000025	0.000005
8.850000	0.000012	0.000004
8.950000	0.000018	0.000005
9.050000	0.000012	0.000004
9.150000	0.000031	0.000006
9.250000	0.000015	0.000004
9.350000	0.000012	0.000004
9.450000	0.000010	0.000003
9.550000	0.000014	0.000004
9.650000	0.000011	0.000004
9.750000	0.000016	0.000004
9.850000	0.000018	0.000005
9.950000	0.000016	0.000004
10.050000	0.000019	0.000005
10.150000	0.000008	0.000003
10.250000	0.000017	0.000004
10.350000	0.000017	0.000004
10.450000	0.000014	0.000004
10.550000	0.000017	0.000004
10.650000	0.000015	0.000004
10.750000	0.000010	0.000003
10.850000	0.000016	0.000004
10.950000	0.000015	0.000004
11.050000	0.000012	0.000004
11.150000	0.000016	0.000004
11.250000	0.000016	0.000004
11.350000	0.000017	0.000004
11.450000	0.000022	0.000005
11.550000	0.000018	0.000005
11.650000	0.000022	0.000005
11.750000	0.000020	0.000005
11.850000	0.000006	0.000003
11.950000	0.000014	0.000004
12.050000	0.000015	0.000004
12.150000	0.000014	0.000004
12.250000	0.000008	0.000003
12.350000	0.000012	0.000004
12.450000	0.000014	0.000004
12.550000	0.000006	0.000003
12.650000	0.000008	0.000003
12.750000	0.000014	0.000004
12.850000	0.000019	0.000005
12.950000	0.000018	0.000005
13.050000	0.000016	0.000004
13.150000	0.000014	0.000004
13.250000	0.000019	0.000005
13.350000	0.000009	0.000003
13.450000	0.000015	0.000004
13.550000	0.000016	0.000004
13.650000	0.000009	0.000003
13.750000	0.000014	0.000004
13.850000	0.000010	0.000003
13.950000	0.000009	0.000003
14.050000	0.000011	0.000004
14.150000	0.000015	0.000004
14.250000	0.000015	0.000004
14.350000	0.000006	0.000003
14.450000	0.000014	0.000004
14.550000	0.000015	0.000004
14.650000	0.000012	0.000004
14.750000	0.000020	0.000005
14.850000	0.000011	0.000004
14.950000	0.000014	0.000004
15.050000	0.000017	0.000004
15.150000	0.000010	0.000003
15.250000	0.000018	0.000005
15.350000	0.000010	0.000003
15.450000	0.000017	0.000004
15.550000	0.000009	0.000003
15.650000	0.000018	0.000005
15.750000	0.000022	0.000005
15.850000	0.000018	0.000005
15.950000	0.000015	0.000004
16.050000	0.000016	0.000004
16.150000	0.000007	0.000003
16.250000	0.000010	0.000003
16.350000	0.000016	0.000004
16.450000	0.000019	0.000005
16.550000	0.000012	0.000004
16.650000	0.000012	0.000004
16.750000	0.000015	0.000004
16.850000	0.000010	0.000003
16.950000	0.000012	0.000004
17.050000	0.000019	0.000005
17.150000	0.000011	0.000004
17.250000	0.000015	0.000004
17.350000	0.000012	0.000004
17.450000	0.000014	0.000004
17.550000	0.000014	0.000004
17.650000	0.000010	0.000003
17.750000	0.000011	0.000004
17.850000	0.000012	0.000004
17.950000	0.000012	0.000004
18.050000	0.000008	0.000003
18.150000	0.000015	0.000004
18.250000	0.000020	0.000005
18.350000	0.000012	0.000004
18.450000	0.000007	0.000003
18.550000	0.000011	0.000004
18.650000	0.000018	0.000005
18.750000	0.000009	0.000003
18.850000	0.000005	0.000002
18.950000	0.000012	0.000004
19.050000	0.000011	0.000004
19.150000	0.000018	0.000005
19.250000	0.000011	0.000004
19.350000	0.000014	0.000004
19.450000	0.000011	0.000004
19.550000	0.000016	0.000004
19.650000	0.000023	0.000005
19.750000	0.000006	0.000003
19.850000	0.000012	0.000004
19.950000	0.000017	0.000004
pbar dca distribution scaled:
dca[cm]	dN/d(dca)[cm^-1]	error
0.050000	0.001663	0.000050
0.150000	0.004158	0.000080
0.250000	0.005208	0.000089
0.350000	0.004997	0.000087
0.450000	0.004049	0.000079
0.550000	0.003093	0.000069
0.650000	0.002231	0.000058
0.750000	0.001546	0.000049
0.850000	0.001196	0.000043
0.950000	0.000969	0.000038
1.050000	0.000795	0.000035
1.150000	0.000588	0.000030
1.250000	0.000576	0.000030
1.350000	0.000472	0.000027
1.450000	0.000448	0.000026
1.550000	0.000338	0.000023
1.650000	0.000329	0.000022
1.750000	0.000289	0.000021
1.850000	0.000252	0.000020
1.950000	0.000231	0.000019
2.050000	0.000244	0.000019
2.150000	0.000215	0.000018
2.250000	0.000180	0.000017
2.350000	0.000156	0.000015
2.450000	0.000141	0.000015
2.550000	0.000147	0.000015
2.650000	0.000150	0.000015
2.750000	0.000121	0.000014
2.850000	0.000079	0.000011
2.950000	0.000081	0.000011
3.050000	0.000081	0.000011
3.150000	0.000083	0.000011
3.250000	0.000081	0.000011
3.350000	0.000079	0.000011
3.450000	0.000079	0.000011
3.550000	0.000064	0.000010
3.650000	0.000047	0.000009
3.750000	0.000052	0.000009
3.850000	0.000043	0.000008
3.950000	0.000046	0.000008
4.050000	0.000047	0.000009
4.150000	0.000040	0.000008
4.250000	0.000035	0.000007
4.350000	0.000043	0.000008
4.450000	0.000037	0.000007
4.550000	0.000032	0.000007
4.650000	0.000029	0.000007
4.750000	0.000049	0.000009
4.850000	0.000026	0.000006
4.950000	0.000053	0.000009
5.050000	0.000035	0.000007
5.150000	0.000031	0.000007
5.250000	0.000031	0.000007
5.350000	0.000037	0.000007
5.450000	0.000038	0.000008
5.550000	0.000053	0.000009
5.650000	0.000021	0.000006
5.750000	0.000044	0.000008
5.850000	0.000028	0.000006
5.950000	0.000026	0.000006
6.050000	0.000029	0.000007
6.150000	0.000037	0.000007
6.250000	0.000026	0.000006
6.350000	0.000032	0.000007
6.450000	0.000034	0.000007
6.550000	0.000020	0.000006
6.650000	0.000032	0.000007
6.750000	0.000020	0.000006
6.850000	0.000029	0.000007
6.950000	0.000026	0.000006
7.050000	0.000029	0.000007
7.150000	0.000017	0.000005
7.250000	0.000023	0.000006
7.350000	0.000018	0.000005
7.450000	0.000031	0.000007
7.550000	0.000018	0.000005
7.650000	0.000012	0.000004
7.750000	0.000021	0.000006
7.850000	0.000026	0.000006
7.950000	0.000014	0.000005
8.050000	0.000023	0.000006
8.150000	0.000029	0.000007
8.250000	0.000020	0.000006
8.350000	0.000024	0.000006
8.450000	0.000020	0.000006
8.550000	0.000029	0.000007
8.650000	0.000026	0.000006
8.750000	0.000034	0.000007
8.850000	0.000017	0.000005
8.950000	0.000024	0.000006
9.050000	0.000017	0.000005
9.150000	0.000041	0.000008
9.250000	0.000020	0.000006
9.350000	0.000017	0.000005
9.450000	0.000014	0.000005
9.550000	0.000018	0.000005
9.650000	0.000015	0.000005
9.750000	0.000021	0.000006
9.850000	0.000024	0.000006
9.950000	0.000021	0.000006
10.050000	0.000026	0.000006
10.150000	0.000011	0.000004
