# M_{ee}   dM_{ee}   dN/dM_{ee}/Npart   stat.  syst.  (MinBias)
0.005 0 0.0677286 3.32734e-05 1.189
0.015 0 0.0185333 1.65006e-05 0.325913
0.025 0 0.00987426 1.22706e-05 0.174053
0.035 0 0.00648278 1.05475e-05 0.114258
0.045 0 0.00461728 9.73654e-06 0.0815885
0.055 0 0.003402 9.33291e-06 0.0600982
0.065 0 0.00250581 1.48437e-05 0.0420803
0.075 0 0.00187537 9.28249e-06 0.0333959
0.085 0 0.00132893 9.30643e-06 0.0236183
0.095 0 0.000897511 9.44629e-06 0.0159434
0.105 0 0.000550622 9.5396e-06 0.00981721
0.1175 0 0.000350303 8.03354e-06 0.00625435
0.15 0 0.000205974 4.76099e-06 0.0036982
0.1875 0 0.000167495 7.32935e-06 0.00308767
0.255 0 0.000106083 3.90011e-06 0.00194788
0.355 0 8.14755e-05 4.87423e-06 0.00170568
0.455 0 7.16665e-05 5.01005e-06 0.0013497
0.57 0 5.76131e-05 4.6684e-06 0.00143127
0.69 0 6.08257e-05 4.06801e-06 0.00124507
0.765 0 9.34211e-05 7.35084e-06 0.00177465
0.7825 0 0.000174937 1.76437e-05 0.00315167
0.7875 0 0.000173393 1.75575e-05 0.00325944
0.795 0 8.58757e-05 1.21543e-05 0.00160225
0.845 0 3.41851e-05 3.76697e-06 0.000702728
0.9275 0 2.85964e-05 3.63739e-06 0.000545626
0.9825 0 4.18132e-05 4.89049e-06 0.000790726
1.005 0 8.03671e-05 7.86857e-06 0.00144191
1.0125 0 0.000168307 1.10966e-05 0.0030468
1.0175 0 0.00019485 1.03882e-05 0.00355137
1.0275 0 0.000103048 5.88114e-06 0.00199134
1.0825 0 1.67715e-05 2.12956e-06 0.000669329
1.19 0 1.17315e-05 1.60536e-06 0.000469201
1.35 0 7.75808e-06 9.81289e-07 0.000277335
1.55 0 5.917e-06 7.327e-07 0.000164972
1.7625 0 3.67006e-06 5.14108e-07 0.000102759
1.975 0 2.04302e-06 4.08861e-07 5.31605e-05
2.1625 0 1.34904e-06 3.41873e-07 3.63068e-05
2.3625 0 7.65556e-07 2.35151e-07 2.20914e-05
2.57 0 1.0205e-06 1.99955e-07 2.25285e-05
2.7575 0 7.21969e-07 1.63517e-07 1.57548e-05
2.92 0 1.01328e-06 1.58747e-07 1.97273e-05
3.005 0 2.10466e-06 3.22076e-07 3.69188e-05
3.0275 0 2.93477e-06 4.53574e-07 5.09898e-05
3.045 0 5.0464e-06 4.03729e-07 8.73091e-05
3.0625 0 7.34753e-06 4.84238e-07 0.000127424
3.0725 0 9.59748e-06 8.66344e-07 0.00016648
3.0825 0 1.04959e-05 5.03946e-07 0.000181691
3.0925 0 1.27911e-05 9.04392e-07 0.000221281
3.0975 0 1.24481e-05 8.98383e-07 0.000216385
3.1075 0 1.11235e-05 5.03508e-07 0.000192974
3.1225 0 7.74954e-06 4.66797e-07 0.000134393
3.1775 0 1.17018e-06 1.49031e-07 2.03164e-05
3.3125 0 2.97239e-07 9.21351e-08 5.31623e-06
